"OrderingID","Concept","NVB-Abar-7","ECL-Abar-8","NEM-Ajumbu-9","KDC-Ajumbu-10","ENB-BIYA-1","ICN-BIYA-2","NNB-Buu-3","MNJ-Buu-4","KHK-FANG-12","DPN-FANG-13","JGY-Koshin-3","TEL-Koshin-4","KCS-Kung-3","NJS-Kung-4","NMN-Mundabli-3","CEN-Mundabli-2","NGT-Munken-3","NUN-Munken-4","MCA-Ngun-3","KBM-Ngun-4"
"190","bitter leaf","òtòn~ʊ́tʊ́n / òtʊ̀nò~ɪ̀tʊ̀nò","ʊ̀tʊ̀n / kɪ̀tʊ̀nò","tʃɥɪ́ɲ / kə́tʃɥɪ́ɲnə́","tʃʷɪ́ɲ / kə́tʃʷɪ́ːnə́","ʊ̀tàn / ʊ̀tàn","ʊ̄tān / ʊ̄tān","tʃʊ́n / kə́tʃʊ̂ntə́","tʃóːn / kə́tʃóntə́","wɨ́ɣ / tə̀wúkə̄","wɨ́ɣ / tə̀wɨ́ɣkə̄","wə́ / tə́wə́","wə̂lʊ̂ːlə́ ~ wə́ / tə́wə́tə̀lʊ̂lə́","sə̀wéʲ / wéʲsə́ɣ","ɪ̀wéʲ / sə̀wéʲ","tsʷán~tsʷān / tsʷán~tsʷān","tsʷān~tsūān / tsʷán~tsúán","ʊ̀tàn / kítánə̄","ʊ̀tàn / ʊ́tân~kìtàn~kìtānā","ʊ̀tàn / bìtàn~átàn","ʊ̀tàn / ɪ̀tàn~kə̀tànə́"
"202","grass","kə̀nám~ànám/bìnám~ìnám","kə̀nám / bìnám","kə́ɲʲâː / bə́ɲʲâː  ","kə̀ɲʲà / bə̀ɲʲà","kə̀nám / bìnám","kə̀nám / bìnám","kə́nám~kə́na᷇ːm / bə́na᷇ːmə́","kə́náːm / bə́náːm","nɛ̀m / bə̀nɛ̀m","nɛ̀m / bə̀nɛ̀m","ḿfʷã̂ː / tə́mfʷã̂ː","ŋ́fṹã̀ / tə́ŋfṹã́","kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ","kə̀ɣɛ̂ʲ / ʊ̀ɣɛ̂ʲ","nʷòm / ɲʷôm~ńnʷôm","yùə́n / ʃâːn","bìnám / bínámə́","ánám / bínám","kə̀nám~ànám / bìnám~ɪ̀nám","kə̀nám / bìnám"
"204","leaf","ɪ̀dʒán / àndʒánmʷɪ̂","ɪ̄dʒán / mʷɪ̀ⁿdʒán","zán / ázáɲ","záːnə́~záɲ / ázáɲ","ɪ̀dʒə́n / kə̀dʒə́n","ìdʒə́n / àdʒə́n","yɛ́n / kə̀yɛ́ntə́","yʲɛ́n / kə̀yʲɛ́ntə́","wə̂n / jɛ́n~jə́n","wə᷇ːn / jə́n","ɥéɲ / dʒéɲ","ɥɪ́ɲ / dʒɪ́ɲ","ìfû / sə̀fû","ɪ́fʊ᷇ / sə̀fʊ᷇","yán / yán","yán / yáːn","ɪ́dʒə́n / ádʒə́n","ɪ́dʒɛ́n / ádʒɛ́n","ɪ̀dʒɛ́n / àdʒɛ́n","ɪ̀dʒɛ́n~ɪ́ dʒɛ́n / àdʒɛ́n"
"206","root","ʊ̀gbɔ́ŋ / ɪ̀gbɔ́ŋókî","ɪ́gbɔ́ŋ~ʊ̀gbɔ́ŋ~ʊ̀gbɔ́ŋɔ́ / kɪ̄gbɔ́ŋ~ɪ̀gbɔ́ŋ","gɔ̂ŋ / ágɔ̂ŋ","gɔ̂ŋ~gɔ̀ŋ / ágɔ̂ŋ~àgɔ̀ŋ","ʊ̀gbó / ìgbóBIYA  ~ ʊ̀gbə́ / kə̀gbə́BIYA  ~ ʊ́gbɛ́ / ìgbɛ́ NGUN","ʊ̀gbə́ŋ / àgbə́ŋ","zɛ́n~zɛ̃́ŋ / kə́zɛ̂ŋtə́~kɛdzɛ̂ŋtə́","dzɛ́ŋ / kə́dzɛ́ŋtə́nə́","ⁿgém / ⁿgéⁿkpə́","ⁿgɪ̀ⁿkpə́ / ⁿgɪ̀ⁿkpə́","gbə̂ŋ / zə̂ŋ","zə̀ŋ / zə̂ŋ","ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ","ɪ́ɣa᷇ːŋ / sə̀ɣa᷇ːŋ","dzə̂ŋ / dzə̂ŋ","gbə̂ŋ / dzə̂ŋ","ógbɔ́ŋ / ágbɔ́ŋ","ʊ̀gbɔ́ŋ / kìgbɔ́ŋ","ʊ̀gbʊ́ŋ / āgbʊ́ŋ","ɪ̀gbʊ́ŋ~ʊ̀gbʊ́ŋ / àgbʊ́ŋ~kə̀gbʊ́ŋ"
"208","tobacco","tábáŋ / átábáŋbʷɪ̂","tábáŋ / bʊ̀tábáŋ~tábáŋ","kə̀tá / bə̀tá","kə̀tá / bə̀tá","tábáŋ/bə̀tábáŋNgun~tábɔ́ŋ/bàtábɔ́ŋ","tábɔ́ŋ / tábɔ́ŋ ~ bə̀tábɔ́ŋ","tábáŋ / ø~bə̀tábáŋ","tábáŋ / bə̀tábáŋ","bvə́ / tə̀bvə̀tə́","gvə́ / tə̀gvə́tə́","mɥɪ̂ / tə́mɥɪ̂","m̀kpàⁿdàŋ/bàlêyì ~ mɥɪ̂fʷábə́ / tə́mɥɪ̂tə́fwábə́","kə́tíba᷇ːŋ / útíba᷇ːŋ","kə̀tíba᷇ːŋ / ʊ̀tíba᷇ːŋ","ɲə́m / ɲə́m","tâbà / mkpàndàŋ","tábə́ / bə̀tábə́","m̀kpɪ̀m~àmkpɪ̀m / bìmkpɪ̀m","tábáŋ/bìtábáŋ~àtábáŋ","tábáŋ/bɛ̀tábáŋ"
"211","camwood","kə́bʷôː / ɪ́bʷôːbî","kə́bʷo᷇ː / bībʷo᷇ː","kə̀kʊ́~kə́kʷʊ́ / bə́kʷʊ́~bə́kʊ́","kə́kʷú / bə́kʷú","kə́bo᷇ːh / bíbo᷇ːh","kə́bɑ̂ / kə̀bɑ̂~bìbɑ̂","kə́kʷûː~kʊ̄ː~kə́ku᷇ː / bə́kʷûː ~ kʊ̄ː~kə́ku᷇ː","kə́kʊ́ː / bə́kʊ́ː","kʊ̂ː / tə̀kʊ̂ː","kʊ̂ / tə̀kʊ̂~bə́ku᷇ː"," kə́kú~kə́kʊ́ / bə́kú","kə́kú / bə́kú","kə̀bɘ̂ɣ / ʊ̀bɘ̂","kə́bɨ̂ɣ / ʊ́bɨ̂ɣ","kɒ̄ɦ / kɒ̄ɦ","kœ̄ɦ / ø","ábô / bìbô","ábo᷇ː / bíbo᷇ː","kə́bô~ábɔ᷇ː / bíbo᷇ː~ɪ́bɔ᷇ː","kə́bo᷇ː / bíbo᷇ː"
"217","forest","kə̀kôbó / ɪ̀kóbóbî","kə̀kʷóbó / bìkʷóbó","kə̀kɥô / bə̀kɥô","kə́kɥø̂ / bə́kɥø̂","kə̀tʊ̂k / bìtʊ̂k","kə̀tʊ̂ / bìtʊ̂","kə̀kó / mə̀ŋkó","kə̀kó / bə̀kó","tòŋ / bə̀ntòŋ","ntʊ̀ŋ / bə̀ntʊ́ŋ","kə̀kʷɛ́ / bə̀kʷɛ́","kə̀kʷɛ́ / bə̀kʷá","kə́kóː / m̀ko᷇ː","kə̀ko᷇ / m̀ko᷇","kœ́ / kœ́","kɒ̄ɦ / kɑ́ɦ","ákʷóbə́ / bíkʷóbə́","bìdòŋ~bìdʊ̀ŋ~ndòŋ ~ àkwóbə́ / bídóŋə̄~bídʊ́ŋə̄~bìkʷóbə́","kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́","kə̀kʷɔ́bə́~àkʷɔ́bə́/bìkʷɔ́bə́~ɪ̀kʷɔ́bə́"
"225","pineapple","kə̀ʃáhá~àʃáhá / ɪ̀ʃáhábî","kə̀ʃáhá / bìʃáhá","kə̀nánâs / bə̀nánâs","kə̀nánâs / bə̀nánâs","pàɪ́nápə̀ / bə̀páɪ́nàpə̀","kə̀ʃáhá / bìʃáhá","kə̀ʃáːsə́ / bə̀ʃáːsə́","kə̀ʃáːsə́ / bə̀ʃáːsə́","fə̀náːnâ/ mə̀nnáːnâ~fə̀ⁿbə́lə̂mfə̀túə̄fə́","fə̀nǎːnâs / mə̀nǎːnâs","fə̀ⁿbɥínə̀ ~ fə̀ⁿβínə̀ / m̀ⁿbɥínə̀","fə̀ⁿβínə̀ / ə̀ⁿbɥínə̀","kə̀nánâs / ùnánâs","kə̀fʷókə́tɔ̂fə̀kə́ / ʊ̀fʷótɔ̂fə̀kə́","ǹnáná / ǹnáná","nə́nə́ / náná","àʃáhá / bìʃáhá","áʃáhā~àʃáhādʒìlə́ / bìʃáhā~ bìʃáhábìdʒìlə́","kə̀ʃáhá~àʃáhá / bìʃáhá~ɪ̀ʃáhá","kə̀ʃáhá / bìʃáhá"
"232","garden egg","ɪ̀nə̂ŋ / ɪ̀nə́ŋə́kî","ɪ̀nə̂ŋ / kɪ̀nə̀ŋò","fə́gə́ŋ / ḿ̩gə́ŋ","fə́gə́ŋ / ḿ̩gə́ŋ","fìⁿdʒàhá/m̩̀dʒàhá~fìⁿdʒʲěː / m̩̀dʒěː[10] ~ m̩̀dʒēː","fìⁿdʒɛ̌ː / mʊ̀ⁿdʒɛ̌n","kə́dígtə́ / bə́dígtə́","kə̀dìgtə̀ / bə̀dìgtə̀","fə̀nsɘ́ / mə̀nsɘ́","fə̀nsə́ɣ / mə̀nsə́ɣ","fə̀ɲɛ́ː / ɲ̀ɲɛ́","fə̀ŋɛ́ / ŋ̀ŋɛ́","kə̀ɲáʔà / ùɲàʔà","kə́ɲáʔà / ʊ́ɲàʔà","dzʷòŋ / dzʷòŋ","dzzɔ̀ŋ~dzɔ̀ŋ / dzzɔ̂ːŋ","ʃindʒá / múndʒá","ʃíndʒá / mʊ́ndʒá","ⁿdʒàhá~ɪ̀ⁿdʒàhá/bìⁿdʒàhá~ǹ̩dʒàhá","fɪ̀ⁿdʒàhá /mʊ̀ⁿdʒàhá"
"233","elephant stalk","ʊ̀ʃán / ɪ̀ʃánə́kî","ūʃán / ɪ̀ʃán~kìʃán","kə́gʷûfə̀ / bə́gʷûfə̀","kə́gʷûfə̀ / bə́gʷûfə̀","bʊ́wúō / bʊ́wúō","bʊ̀wʊ᷇ːn / bʊ̀wʊ᷇ːn","fə̀ŋʷǔn / mə̀ŋʷǔn","fə̀ŋ̀wʊ̌n / mə̀ŋ̀wʊ̌ːn","gùkə́ / bə̀gùkə́","gūkə́ / bə̀gūkə́","ⁿdzʊ̀ŋ / ⁿdzʊ́ŋ","ńzʊ̃̄ː / ńzʊ̃́ː","fə̀sʊ̂ŋ / m̀sʊ̂ŋ","ɪ̀sʊ̂ŋ / m̀sʊ̂ŋ","ŋ́ŋgʷɛ᷇ːn~ŋ̀ŋgʷɛ̄n/  ŋ̀ŋgʷɛ̀n","ŋ́ŋgʷɛ᷇ːn / ŋ́ŋgʷɛ́ːn","bʊ̀wʊ́ / bʊ̀wʊ́lə̄","ʊ̀wú / bìwú","bʊ̀wúò~ʊ̀wúò / bìwúò~ʊ̀wúó","būwo᷇ːn / bɛ̀búwo᷇ːn"
"234","mushroom","kə̀támáyáŋ~àtámáyáŋ / bìtámáyáŋ~ìtámáyáŋ","kə̀támájáŋ / bìtámájáŋ","kə̀gbə̂ŋ / bə̀gbə̂ŋ","kə́gbə́ŋ / bə́gbə́ŋ","kə̀támə́jáŋ / bìtámə́yám","kə̀tə́mkə̀də́nə́ / bìtə́mbìdə́nə́ ~ kə̀tə́mɪ́jɔ́ŋ / bìtə́mɪ́jɔ́ŋ","fə̀ntsʊ᷇ː / mə̀ntsʊ᷇ː","fə́ntso᷇ː / mə́ntso᷇ː","dʷə́lə́ / bə́dʷə́lə́","fə̀ⁿdʷə̀lə́ŋ / mə̀ⁿdʷə̀lə́ŋ","zʊ̀bə́ / zʊ̂bə́","zòbə́ / zʊ̀bə́","kə̀zêʔ / ʊ̀zêʔ","kə̀zêʔ / ʊ̀zêʔ","ǹʃú / ǹʃú","ǹʃū / ńʃú","àndzɛ̂ / bìndzɛ̂","àmbʲɛ̂ ~ ɪ̀mbʲɛ̂ / bìmbʲɛ̂~bèmbʲɛ̂","bʊ̀tò~kə̀tò / bìtò","kə̀támə́jáŋ / bìtámə́jáŋ"
"248","pepper","ʃìntó~ǹtó/mʊ̀ntó~ǹtó","ʃìntǒː / mʊ̀ntǒː","fə̀ⁿtó / m̩̀tó","fə̀ⁿtó / ǹ̩tó:lə́~m̩̀tó:lə́","m̀fʷàhà / bàmfʷáhá~bə̀mfʷáhá","m̀fʷàhà / m̀fʷàhà","tô / bə̀tô","to᷇ː / bə̀to᷇ː","ⁿtɔ́tɔ̀ / bə̀ⁿtɔ́tɔ̀","ⁿtótò / bə̀ⁿtótò","ǹtô / bə̀ntô","ǹtô / bə̀ntô","kə̄mgbāŋ /ʊ́mgbáŋ","kə́mgbáŋ /ʊ́mgbáŋ","tɔ́tɔ̀ / tɔ́tɔ̀bɪ́","ǹtɒ́tɒ̀ / ǹtɒ́tɒ̀","m̀fàhà / ḿfáhá","ɱ̀fáhálʲǒ / bə̀fʷáhá","ǹtó~ⁿfʷáhá / ⁿfʷáhá","ⁿfʷáhá / bɛ̀ⁿfʷáhá"
"253","oil","ŋkʷǒː~àŋkʷó / ŋ̀kǒːmʷɪ̂","ŋ̀kʷǒː / mʷɪ̀ŋ̀kʷó","ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋmə̄","ḿ̩kʊ́ŋ / ḿ̩kʊ́ŋ","ŋ̩́kʷú~fíŋkʷú / ŋ̀kʷúŋmə̄","ŋ̩̀kʊ̃̌ː / ŋ̩̀kʊ̃̌ː","mʲé / ø","míé / màmíētə̄","kʷə́lə́m / kʷə́lə́m","kʷʊ́lə́m~fə̀ŋkʊ́kə̄ / kʷʊ́lə́m~kʷə́lə́m","mí / ø","ø ~ mɪ́ / mɪ̂ː (dʊ̄ːlə́)","m̀bvə́ / fə̀mbvə́","ḿvə̂m / ḿbvə́","míé / mīē mɪ́","mʲə́ / ḿmʲə́","ŋ̀kʷɛ̀ / ŋkʷɛ̀sə́","ŋ̀kʷɛ̄ / ŋ̀kʷɛ̄","kə̀bò~ŋ̩́kʷú / ŋ̩́kʷú","ŋ̩̀kʷʊ̌ː / ŋ̩̀kʷʊ̌ː"
"255","palm tree","àbʷò~kə́bʷôː / ɪ́bʷôːbî","kə́bʷô~àbʷò / bíbʷô","ⁿfɥū / àⁿfɥʊ̀","m̩̀fɥù / àmfɥù","ⁿbɛ̌ː / bàⁿbɛ̌ː~bə̀ⁿbɛ̌ː","m̩̀bᴂ̌ / àbó","ʃʷóm  / kə́ʃʷômtə́","ʃʷōm  / kə́sɔ́mtə́","sɔ́m/sɔ́ːm","sɔ́m/sɔ́m","ʃʷām / ʃʷántʲɪ̃̀","ʃʷám / ʃʷáːm","ʊ́sɔ́m / sɔ́ː","ʊ́sɔ́m / ə́sɔ́m","ǹʃùː / ńʃû","ǹʃʷù / sɒ́ɦm","mbɪ́nə́ / ábɛ́","m̀mbénə̀ / bèmbénə́","kə̀bɛ̀ː~àbɛ̀ː / bìbɛ̀ː~ɪ̀bɛ̀ː","kə́bɛ̂ː / ábɛ́~ɪ̀bɛ̌"
"256","palm nut","ɪ̀bʷó / ɪ̀bʷóhɛ̀~ɪ̀bʷówɛ̀~ɪ́bʷó","ɪ̀bʷó / ɪ̄bʷó~ḿbʷó","bì / bí","bì / kə̀bílə́","ìbǒː / ìbó","ɪ̀bó / ɪ́bó","kə́ʃʷóm / bə́ʃʷóm","kə́sóːmə́ / bə́ʃʷóm","bə́lə̄ / bə̀bə́lə̄","bə́lə̄ / bə́bə́lə̄","tsã̀ŋə̂bǐː / tsâŋbî","tsàŋə́bîː / tsâŋbîː","kə̀ba᷇ːŋ / ùba᷇ːŋ","kə̀ba᷇ːŋ / ʊ̀ba᷇ːŋ","yîʃʷɒ́m / yīʃʷɒ́m","sʷóm / ʃʷɒ́ɦm","ɪ̀bɛ́ / kìbɛ́","ɪ̀bɛ̌ / ɪ́bɛ́","ɪ̀bɛ́ / bìbɛ́~ɪ̀bɛ́","ɪ́bɛ́ / àbɛ́~kə̀bɛ́"
"290","kernel","ɪ̀tsàŋ /ɪ̄tsáŋŋɛ̂","ɪ̀tsàŋ / ɪ̄tsáŋ","tsò / tsô","tsò / kə́tsôːlə̀","ɪ̀tsʊ̀ŋ / ìtsʊ́ŋ~kə̀tsʊ́ŋ","ɪ̀tʃə̀ŋ / ìtʃə́ŋ~ɪ̄tʃə́ŋ","tsàŋ / kə́tsâŋtə́ ~ tsâŋ~tsáŋə́","tsàŋ / kə̄tsáŋtə́","tsì / tsí","tsī / tsí","tsàŋə́ ~ tsã̀ə̃́ / tsâŋ","tsàŋə́yìkə̀ntáŋə̀ / tsàŋbə̀ntáŋə̀","kʷo᷇ / sə̀kʷó","ɪ̀kǒː / sə̀kǒː","tʃǎŋ~tsǎŋ / tsǎŋ~tsāŋ","tʃǎːŋ / tsâŋ","ɪ̀tsàŋ / ɪ̀tsáŋ","ɪ̀tsàŋ / ɪ̀tsáŋ~ɪ́tsáŋ","ìtsʊ́ŋ / bìtsʊ́ŋ~ɪ̀tsʊ́ŋ","ìtsʊ̀ŋ / ɪ̄tsʊ́ŋ~ātsʊ́ŋ~ɪ́tsʊ́ŋ"
"294","raffia bamboo","ʊ̀fʊ́ / ɪ́fʊ́wɛ̀","ʊ̀fú / kìfú","fɥû~fǜ / kə́fɥûlə̀","fɥʊ̂/ kə́fɥʊ̂lə̀","ʊ̀fú / ɪ̀fú~kə̀fú","ʊ̀fú / ɪ̀fú","fûː / kə́fûːtə́","fʊ᷇ː / kə́fʊ᷇ːtə̄","fə́mə́ / bə̀fə́mə́","fúmə́ / bə́fúmə́","fʊ́bə́ / fʷə̂","fóbə́ / fʷə̂","ʊ̀lə̂ŋ / sə̀lə̂ŋ","ʊ̀lə̂ŋ / sə̀lə̂ŋ","fù / fô","fû / fóʊ̀","ʊ̀fʊ́ / kífʊ́","ʊ́fú / ɪ́fú","ʊ̀fú / bìfú~ɪ̀fú","ʊ̀kʷa᷇ː / ɪ́kʷa᷇ː~ákʷa᷇ː"
"309","seed","ɪ̀kpʊ̀ / m̀kpʊ̀mʷɪ̀~àmkpʊ̀","ɪ̀ʃàm / mʊ̀nʃàm~ɪ̀ʃàmò","ʃɛ́n / áʃɛ́n","ʃɛ́n / áʃɛ́n","ɪ̀ʃám~ɪ̀ʃàm / kə̀ʃàm~kə̀ʃàmə̀","ɪ̄ʃām / āʃām","ʃám / mə́nʃâmfə́ ~ ʃa᷇ːm","ʃám / kə́ʃámtə́","sām / sám","sām / sám","ʃʷàmə́ / ʃʷám","ʃʷàmə́ / ʃʷa̽m","fə̀sáŋ / m̀sáŋ","fə̀sáŋ / m̀sáŋ","sám / sām~sám","sāɦm / sáɦːm","ɪ́ʃám / kɪ́ʃámə́","ɪ̀kpò / ɪ̀kpólə̄~àkpólə̄","ɪ̀kpò / àkpò","ɪ̀kpò / àkpò~kə̀kpǒ"
"311","pap","ⁿbʷôbó / ⁿbʷôbóbʷɪ̂","m̀bʷôbó / bʷɪ̀mbʷôbó","ⁿtsàːlə̀ / àⁿtsàːlə̀","ⁿtsâːlə̀ / àⁿtsàːlə̀","ⁿbʷàhá / bə̀ⁿbʷàhá","ⁿbʷâbə́ / ⁿbʷâbə́","ǹtsàːlə́~ǹtsàlə́ / ø ~ bə̀ntsàlə́","ǹtsàːlə́ / bə̀ntsàːlə́","tsèlə̀ / bə̀ntsèːlə̀","tsèːlə̀~ntsɛ̀lə̀ / tsèːlə̀~bə̀ntsɛ̀ːlə̀","ⁿdǐːbábə́ní (youths) ~ ǹtsùabə́ (elders)/ø","tsùàbə́ / ńtsúàbə́","ʊ̀wâŋ / sə̀wâŋ","ʊ̀wâŋ / ø","ńtʃʷá / ńtʃʷá","ǹtʃúá / ǹtʃúá","m̀bʷábə̄ / bə̀mbʷábə̄","mbʷábə̄ / bə̀mbʷábə̄","ⁿbʷɔ̂bə́ / bìⁿbʷɔ̂bə́~ⁿbʷɔ̂bə́","ⁿbʷɔ̀bə́ / bɛ̀ⁿbʷɔ̀bə́"
"312","corn","ǹdʒáhá / ǹdʒáhámʷɪ̂","ɪ̀dʒáhá / mwɪ̀ǹdʒáhá~ǹdʒáhá","kə̀sáŋ / bə̀sáŋ","kə̀sáŋ / bə̀sáŋ","ɪ̀dʒáhá / àdʒáhá","ɪ̀dʒáhá / àdʒáhá","gɣàːsə̀ / ø","gɣáhà / gɣâsə̀","kə̀kpàn / bə̀kpàn","kə̀kpàn / bə̀kpàn","gánə́ / gɛ̂ː","gánə́ / gɛ̂ː","ìsə̀f / sə̀sə̀f","ɪ̀sə̀f / sə́sə̀f","gɛ̂ / gɛ̂","gɛ̂ː / gɛ̀ː wó","ɪ̀dʒɛ́ / àdʒɛ́","ɪ́dʒɛ́ / ádʒɛ́","ɪ̀dʒáhá / àdʒáhá","ɪ̀dʒáhá / àdʒáhá"
"313","corn fufu","ʊ̀mɔ̀m~ʊ̀mòm~bʊ̀mòm / ʊ̀mòmⁿbʊ̀~àmɔ̀m","bʊ́mòm~ʊ́mʊ̂m/bʷɪ̀mòm~bʊ́môm","kə́ɲʲə́ ~ɲʲə̄ː / bə́ɲʲə́","kə́ɲʲə́~bə́ɲʲə́ / bə́ɲʲə́ːlə́","bùmɛ̂m / ʊ̀mɛ̀m","bʊ́mɛ̄m / bʊ́mɛ̄m","ø ~ kə́ɲʲɛ́m / bə́ɲʲɛ́m","kə́níɛ́m / bə́níɛ́m","lʲə́m / bə̀lʲə́m","bə̀lʲə́m~fə̀nlʲə́nə̀ / bə̀lʲə́m","ø / bə́ní","ø / bə́ní","kə́báʲ / ʊ̀báʲ","kə́báɪ́ / ʊ́báɪ́","ɲāːm / ɲāːm","ɲám / ɲáːm","bʊ̀mʊ̀m / bʊ́mʊ̂m","ʊ̀mʊ̀m ~ ʊ̀mʊ̀mʊ̀ / ʊ̀mʊ̀mbù ~ kìmʊ̀mʊ́","bùmɛ̂m~ùmɛ̂m / ɪ̀ʃɔ́ŋ búmɛ̂m~ɪ́ʃɔ́ŋ~ búmɛ̂m","bʊ̀mɛ̀m / ɪ̀mɛ̀m~bùmɛ̀m"
"317","plantain","kə́wóm~àwómə́ / bíwóm~ɪ̀wóm","kə̀wɔ́m / bìwɔ́m","ⁿgʷám / àⁿgʷám","ⁿgʷɑ̂m / àⁿgʷɑ́m~ àⁿgʷɑ̀m","ìgám / kə̀gám","ɪ̀gə́m / kə̀gə́m","ⁿgóm / bə̀ⁿgóm","ⁿgóm / bə̀ⁿgóm","ⁿgôn / bə̀ⁿgôn","ⁿgʊ̂n / bə̀ⁿgʊ̂n","kə̀ŋ̀wɛ̀ː / bə̀ŋ̀wɛ̀ː","kə̀ŋ̀wɛ̀ / bə̀ŋ̀wɛ̀","kə̀fə̂ːɣ /ʊ̀fə̂ːɣ","kə̀fə̂ɣ /ʊ̀fə̂ɣ","ŋgɒ́m / ŋgɒ̄m","ŋgɒ̄ɦm / ŋgɒ̄ɦm bóɦ","áŋgámá / bìŋgámá","àŋgə́mə́ / bìŋgə́mə́","kə̀wóm~àwóm / bìwóm~ìwóm~ kə̀wóm bɛ̀nô / bìwóm bɛ̀nô","kə̀wóm / bìwóm"
"323","banana","kə̀wóm~àwóm / ɪ̀wómbî","kə̀wóm / bìwóm","kə̀tsú / bə̀tsú","kə̀tsúkə̄~kə̀tsúɣə́ / bə̀tsʊ̀kə́~bə̀tsʊ̀ɣʊ́","bǎːnà / bàbǎːnà","ígə́mbìdzʊ̂n / kə̀gə́mbìdzʊ̂n","fə̀ntʃə́ŋ / mə̀ntʃə́ŋ","fə̀ntʃə́ŋ / mə̀ntʃə́ŋ","kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂","kə̀tʃʊ́kə̂ / bə̀tʃʊ́kə̂","kə́tʃʊ́kʊ́ / bə́tʃʊ́kʊ́","kə̀tʃʊ́kə́ / bə̀tʃʊ́kə́","kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ","kə̀tsʊ́ʔ /  ʊ̀tsʊ́ʔ","tsʊ̈̄ / tsʊ̈̄","tsø̄ɦ  / tsǿɦ bō","bànánà / bə̀bànánà","pǎːnà / bə̀pànánà~bèpǎːnà","kə̀wóm / bìwóm~kə̀wómbìdzʊ̀ŋ / bìwómbìdzʊ̀ŋ","kə̀wómbìdzʊ̌ːŋ / bìwómbìdzʊ̌ŋ~bàhánà/bə̀bàhánà"
"326","potato","ǹtʃáŋʃî~ǹtʃáŋ / mʊ̀ntʃáŋ~ǹtʃáŋ","ʃìntʃáŋ / mùntʃáŋ~mʷɪ̀ntʃáŋ","fə̀ⁿdòʔtʃí / m̩̀ⁿdòʔtʃí","fə̀ⁿdə̀ʔtʃí / mə̀ⁿdə̀ʔtʃí~m̩̀ⁿdə̀ʔtʃí","fìⁿtʃáŋ / m̩̀tʃáŋ","fìndʒáŋ / mʊ̀ndʒáŋ","ndòtʃí / bə̀ndòtʃí","ndòtʃí / bə̀ndòtʃí","fə̀ⁿdʒâŋ / mə̀ⁿdʒâŋ","fə̀ⁿdʒâŋ / mə̀ⁿdʒâŋ","kə́lə́kpə́ / bə́lə́kpə́","kə́lə́kpə́ / bə́lə́kpə́","ndèʔtʃí / sə̀ndèʔtʃí","ndèʔtʃí / sə̀ndèʔtʃí","ǹtsáŋ / ǹtsáŋ","ǹtsáŋ / ǹtsáŋ bó","ʃìntʃáŋ / mùntʃáŋ","ʃìntʃáŋ / mʊ̀ntʃáŋ","fìⁿtʃáŋ / m̩̀tʃáŋ~ǹ̩tʃáŋ","fɪ̀ⁿtʃáŋ / mʊ̀ⁿtʃáŋ"
"328","yam","kə̀jí~àjí / ɪ̀jíbî","kə̀jí / bìjí","kə́vûː / bə́vûː","kə̀vù / bə̀vù","kə̀jí / bìjí","kə̀jí / bìjí","kə́yʊ̂ː / bə́yʊ̂ː","kə́yʊ᷇ː / bə́yʊ᷇ː","lʊ̂ / bə́lʊ̂","tø̄ / tə́tø᷇ː","kə́dʷə̂ / bə́dʷə̂","kə̀dʒúə̀ / bə́dʒúə̀","ìlə́m / ə̀ːlə́m","ɪ̀lə́m / ə̀lə́m~lə́mə́","yùɒ̀ɦ / yúɒ́ɦ","yúɒ̀ɦ / yűɒ̏ɦː","áyí / bìyí","ɪ̀yí / bìyí","kə̀jí / bìjí","kə̀jí / bìjí"
"329","cocoyam","kə̀mfʊ̂ / ɪ̀ɱfʊ́bî","kə̀mfǔː / bìmfǔː","kə̀ⁿfʊ̀ / bə̀ⁿfʊ̀","ⁿfʊ̀ / àⁿfʊ̀","kə̀mfʊ́ / bìmfʊ́","kə̀ɱfó / bìɱfó","kə̀ⁿdɔ́ŋ / bə̀ⁿdɔ́ŋ","kə̀ⁿfə̌ːŋ / bə̀ⁿfə̌ːŋ","fə́kxɛ᷇ː / kxɛ᷇ːm","fə́kxɛ᷇ː / kxɛ́m","kə̀kɔ̀bə̀m / bə̀kɔ̀bə̀m","kə̀mfʊ̀ú / bə̀mfʊ̀ú","kə̀nâŋ / ʊ̀nâŋ","kə̀nâŋ / ʊ̀nâŋ","m̀fǎɲ / m̀fǎɲ","m̀fʊ̌ŋ / m̀fɛ̌n","ámfɪ́ / bìmfɪ̂","àɱfé / bìɱfé","kə̀ⁿfʊ́ / bìⁿfʊ́","kə̀ⁿfʊ́ / bìⁿfʊ́"
